datetime,Beam Irradiance (W/m2),Diffuse Irradiance (W/m2),Ambient Temperature (C),Wind Speed (m/s),Albedo,Plane of Array Irradiance (W/m2),Cell Temperature (C),DC Array Output (W),AC System Output (W),Energy Generated (MWh),Energy Consumption (no battery),Excess Energy,Battery Charge,Energy Consumption Battery
2023-01-01 00:00:00,0,0,9.5,3.4,0.15,0.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01 01:00:00,0,0,9.2,3.6,0.15,0.0,9.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01 02:00:00,0,0,9.0,3.4,0.15,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01 03:00:00,0,0,8.9,3.3,0.15,0.0,8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01 04:00:00,0,0,8.8,3.1,0.15,0.0,8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01 05:00:00,0,0,8.7,2.9,0.15,0.0,8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01 06:00:00,0,0,8.8,2.8,0.15,0.0,8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01 07:00:00,0,1,8.8,2.6,0.15,0.886,8.814,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01 08:00:00,0,38,8.9,2.8,0.15,35.297,9.561,6249875.101,5264380.754,5.264380753999999,0.0,0.0,0.0,0.0
2023-01-01 09:00:00,8,109,9.1,2.9,0.15,109.199,11.158,20964609.41,19754843.8,19.7548438,19.7548438,0.0,5.264380753999999,19.7548438
2023-01-01 10:00:00,30,162,9.2,3.1,0.15,174.447,12.403,33841387.41,32435363.33,32.435363329999994,32.435363329999994,0.0,5.264380753999999,32.435363329999994
2023-01-01 11:00:00,5,188,9.5,3.3,0.15,184.914,12.853,35549247.13,34117193.1,34.1171931,34.1171931,0.0,5.264380753999999,34.1171931
2023-01-01 12:00:00,2,173,9.9,3.4,0.15,182.473,13.187,34587099.45,33169709.77,33.16970977,33.16970977,0.0,5.264380753999999,33.16970977
2023-01-01 13:00:00,0,135,10.2,3.6,0.15,128.726,12.418,24497385.82,23233776.21,23.23377621,23.23377621,0.0,5.264380753999999,23.23377621
2023-01-01 14:00:00,0,130,10.1,3.1,0.15,115.448,12.171,22063250.56,20836740.27,20.83674027,20.83674027,0.0,5.264380753999999,20.83674027
2023-01-01 15:00:00,0,94,9.9,2.6,0.15,87.352,11.619,16579252.9,15436325.7,15.4363257,15.4363257,0.0,5.264380753999999,15.4363257
2023-01-01 16:00:00,0,34,9.8,2.1,0.15,30.838,10.454,5363088.631,4391110.037,4.391110036999999,0.0,0.0,5.264380753999999,0.0
2023-01-01 17:00:00,0,1,9.4,1.4,0.15,0.886,9.418,0.0,0.0,0.0,0.0,0.0,9.655490790999998,9.655490790999998
2023-01-01 18:00:00,0,0,9.0,0.7,0.15,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01 19:00:00,0,0,8.6,0.0,0.15,0.0,8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01 20:00:00,0,0,8.4,0.0,0.15,0.0,8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01 21:00:00,0,0,8.3,0.0,0.15,0.0,8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01 22:00:00,0,0,8.1,0.0,0.15,0.0,8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01 23:00:00,0,0,7.9,0.0,0.15,0.0,7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02 00:00:00,0,0,7.8,0.0,0.15,0.0,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02 01:00:00,0,0,7.6,0.0,0.15,0.0,7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02 02:00:00,0,0,7.4,0.4,0.15,0.0,7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02 03:00:00,0,0,7.3,0.7,0.15,0.0,7.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02 04:00:00,0,0,7.1,1.0,0.15,0.0,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02 05:00:00,0,0,6.9,1.4,0.15,0.0,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02 06:00:00,0,0,6.8,1.7,0.15,0.0,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02 07:00:00,0,1,6.6,2.1,0.15,0.886,6.616,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02 08:00:00,0,24,8.4,1.4,0.15,20.211,8.894,3503201.903,2559570.348,2.5595703480000003,0.0,0.0,0.0,0.0
2023-01-02 09:00:00,0,71,10.2,0.7,0.15,62.026,12.038,11601111.49,10534057.5,10.5340575,10.5340575,0.0,2.5595703480000003,10.5340575
2023-01-02 10:00:00,0,111,12.0,0.0,0.15,96.847,15.552,18136239.57,16969581.92,16.96958192,16.96958192,0.0,2.5595703480000003,16.96958192
2023-01-02 11:00:00,1,163,12.2,0.0,0.15,157.654,18.253,29512562.42,28172515.14,28.172515139999998,28.172515139999998,0.0,2.5595703480000003,28.172515139999998
2023-01-02 12:00:00,5,199,12.4,0.0,0.15,211.281,20.602,39083767.97,37597843.35,37.59784335,37.59784335,0.0,2.5595703480000003,37.59784335
2023-01-02 13:00:00,9,208,12.6,0.0,0.15,206.311,20.535,38644970.86,37165734.06,37.16573406,37.16573406,0.0,2.5595703480000003,37.16573406
2023-01-02 14:00:00,29,159,12.4,0.0,0.15,171.296,18.855,32388783.52,31004898.97,31.004898969999996,31.004898969999996,0.0,2.5595703480000003,31.004898969999996
2023-01-02 15:00:00,10,104,12.2,0.0,0.15,105.273,16.141,19787055.3,18595237.12,18.59523712,18.59523712,0.0,2.5595703480000003,18.59523712
2023-01-02 16:00:00,0,34,12.0,0.0,0.15,30.554,13.109,5263973.784,4293505.826,4.2935058260000005,0.0,0.0,2.5595703480000003,0.0
2023-01-02 17:00:00,0,1,12.1,0.9,0.15,0.886,12.121,0.0,0.0,0.0,0.0,0.0,6.853076174000001,6.853076174000001
2023-01-02 18:00:00,0,0,12.1,1.7,0.15,0.0,12.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02 19:00:00,0,0,12.2,2.6,0.15,0.0,12.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02 20:00:00,0,0,11.7,1.7,0.15,0.0,11.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02 21:00:00,0,0,11.1,0.9,0.15,0.0,11.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02 22:00:00,0,0,10.6,0.0,0.15,0.0,10.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02 23:00:00,0,0,11.2,1.4,0.15,0.0,11.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-03 00:00:00,0,0,11.8,2.7,0.15,0.0,11.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-03 01:00:00,0,0,12.4,4.1,0.15,0.0,12.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-03 02:00:00,0,0,12.6,4.6,0.15,0.0,12.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-03 03:00:00,0,0,12.9,5.1,0.15,0.0,12.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-03 04:00:00,0,0,13.1,5.7,0.15,0.0,13.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-03 05:00:00,0,0,13.3,6.2,0.15,0.0,13.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-03 06:00:00,0,0,13.6,6.7,0.15,0.0,13.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-03 07:00:00,0,1,13.8,7.2,0.15,0.886,13.808,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-03 08:00:00,0,24,13.7,7.9,0.15,20.211,13.898,3423818.993,2481397.335,2.481397335,0.0,0.0,0.0,0.0
2023-01-03 09:00:00,0,70,13.5,8.6,0.15,61.003,14.07,11305925.61,10243370.63,10.243370630000001,10.243370630000001,0.0,2.481397335,10.243370630000001
2023-01-03 10:00:00,0,109,13.4,9.3,0.15,94.951,14.237,17862546.53,16700060.31,16.70006031,16.70006031,0.0,2.481397335,16.70006031
2023-01-03 11:00:00,2,161,13.2,8.4,0.15,156.106,14.755,29620903.59,28279205.05,28.279205049999998,28.279205049999998,0.0,2.481397335,28.279205049999998
2023-01-03 12:00:00,5,198,13.0,7.6,0.15,210.292,15.279,39700373.0,38205050.53,38.20505053,38.20505053,0.0,2.481397335,38.20505053
2023-01-03 13:00:00,9,208,12.8,6.7,0.15,206.517,15.225,39486718.59,37994652.49,37.99465249,37.99465249,0.0,2.481397335,37.99465249
2023-01-03 14:00:00,110,172,12.5,6.0,0.15,244.985,15.604,47598957.81,45983250.86,45.98325086,45.98325086,0.0,2.481397335,45.98325086
2023-01-03 15:00:00,125,126,12.1,5.3,0.15,229.968,15.321,44808649.13,43235470.04,43.235470039999996,43.235470039999996,0.0,2.481397335,43.235470039999996
2023-01-03 16:00:00,65,51,11.8,4.6,0.15,95.614,13.244,17383608.7,16228422.1,16.2284221,16.2284221,0.0,2.481397335,16.2284221
2023-01-03 17:00:00,0,2,11.5,4.0,0.15,1.772,11.523,172194.477,0.0,0.0,0.0,0.0,2.481397335,0.0
2023-01-03 18:00:00,0,0,11.1,3.3,0.15,0.0,11.1,0.0,0.0,0.0,0.0,0.0,2.481397335,0.0
2023-01-03 19:00:00,0,0,10.8,2.6,0.15,0.0,10.8,0.0,0.0,0.0,0.0,0.0,2.481397335,0.0
2023-01-03 20:00:00,0,0,11.7,2.9,0.15,0.0,11.7,0.0,0.0,0.0,0.0,0.0,2.481397335,0.0
2023-01-03 21:00:00,0,0,12.5,3.3,0.15,0.0,12.5,0.0,0.0,0.0,0.0,0.0,2.481397335,0.0
2023-01-03 22:00:00,0,0,13.4,3.6,0.15,0.0,13.4,0.0,0.0,0.0,0.0,0.0,2.481397335,0.0
2023-01-03 23:00:00,0,0,13.5,3.4,0.15,0.0,13.5,0.0,0.0,0.0,0.0,0.0,2.481397335,0.0
2023-01-04 00:00:00,0,0,13.7,3.3,0.15,0.0,13.7,0.0,0.0,0.0,0.0,0.0,2.481397335,0.0
2023-01-04 01:00:00,0,0,13.8,3.1,0.15,0.0,13.8,0.0,0.0,0.0,0.0,0.0,2.481397335,0.0
2023-01-04 02:00:00,0,0,13.4,2.9,0.15,0.0,13.4,0.0,0.0,0.0,0.0,0.0,2.481397335,0.0
2023-01-04 03:00:00,0,0,13.0,2.8,0.15,0.0,13.0,0.0,0.0,0.0,0.0,0.0,2.481397335,0.0
2023-01-04 04:00:00,0,0,12.6,2.6,0.15,0.0,12.6,0.0,0.0,0.0,0.0,0.0,2.481397335,0.0
2023-01-04 05:00:00,0,0,12.2,2.4,0.15,0.0,12.2,0.0,0.0,0.0,0.0,0.0,2.481397335,0.0
2023-01-04 06:00:00,0,0,11.8,2.3,0.15,0.0,11.8,0.0,0.0,0.0,0.0,0.0,2.481397335,0.0
2023-01-04 07:00:00,0,2,11.4,2.1,0.15,1.772,11.432,172285.583,0.0,0.0,0.0,0.0,2.481397335,0.0
2023-01-04 08:00:00,82,49,12.1,2.2,0.15,96.596,14.246,17569050.83,16411037.86,16.41103786,16.41103786,0.0,2.481397335,16.41103786
2023-01-04 09:00:00,154,130,12.7,2.3,0.15,254.116,18.313,49136873.08,47497726.34,47.49772634,47.49772634,0.0,2.481397335,47.49772634
2023-01-04 10:00:00,251,172,13.4,2.3,0.15,341.604,20.904,65825162.15,63931664.67,63.931664669999996,63.931664669999996,0.0,2.481397335,63.931664669999996
2023-01-04 11:00:00,265,211,14.1,2.4,0.15,364.792,21.969,69577568.69,67626879.77,67.62687976999999,67.62687976999999,0.0,2.481397335,67.62687976999999
2023-01-04 12:00:00,269,225,14.7,2.5,0.15,372.914,22.59,70180616.85,68220736.7,68.2207367,68.2207367,0.0,2.481397335,68.2207367
2023-01-04 13:00:00,265,211,15.4,2.6,0.15,364.877,22.987,69325051.95,67378211.7,67.3782117,67.3782117,0.0,2.481397335,67.3782117
2023-01-04 14:00:00,251,171,14.6,3.8,0.15,340.715,20.421,65774151.77,63881431.75,63.88143175,63.88143175,0.0,2.481397335,63.88143175
2023-01-04 15:00:00,158,127,13.8,5.0,0.15,252.835,17.488,49051122.94,47413283.15,47.41328315,47.41328315,0.0,2.481397335,47.41328315
2023-01-04 16:00:00,50,51,13.0,6.2,0.15,90.25,14.122,16339626.22,15200351.23,15.200351229999999,15.200351229999999,0.0,2.481397335,15.200351229999999
2023-01-04 17:00:00,0,1,12.8,5.7,0.15,0.886,12.809,0.0,0.0,0.0,0.0,0.0,2.481397335,0.0
2023-01-04 18:00:00,0,0,12.6,5.1,0.15,0.0,12.6,0.0,0.0,0.0,0.0,0.0,2.481397335,0.0
2023-01-04 19:00:00,0,0,12.4,4.6,0.15,0.0,12.4,0.0,0.0,0.0,0.0,0.0,2.481397335,0.0
2023-01-04 20:00:00,0,0,12.5,4.8,0.15,0.0,12.5,0.0,0.0,0.0,0.0,0.0,2.481397335,0.0
2023-01-04 21:00:00,0,0,12.5,4.9,0.15,0.0,12.5,0.0,0.0,0.0,0.0,0.0,2.481397335,0.0
2023-01-04 22:00:00,0,0,12.6,5.1,0.15,0.0,12.6,0.0,0.0,0.0,0.0,0.0,2.481397335,0.0
2023-01-04 23:00:00,0,0,12.2,5.6,0.15,0.0,12.2,0.0,0.0,0.0,0.0,0.0,2.481397335,0.0
2023-01-05 00:00:00,0,0,11.8,6.2,0.15,0.0,11.8,0.0,0.0,0.0,0.0,0.0,2.481397335,0.0
2023-01-05 01:00:00,0,0,11.4,6.7,0.15,0.0,11.4,0.0,0.0,0.0,0.0,0.0,2.481397335,0.0
2023-01-05 02:00:00,0,0,11.3,6.7,0.15,0.0,11.3,0.0,0.0,0.0,0.0,0.0,2.481397335,0.0
2023-01-05 03:00:00,0,0,11.3,6.7,0.15,0.0,11.3,0.0,0.0,0.0,0.0,0.0,2.481397335,0.0
2023-01-05 04:00:00,0,0,11.2,6.7,0.15,0.0,11.2,0.0,0.0,0.0,0.0,0.0,2.481397335,0.0
2023-01-05 05:00:00,0,0,11.4,7.2,0.15,0.0,11.4,0.0,0.0,0.0,0.0,0.0,2.481397335,0.0
2023-01-05 06:00:00,0,0,11.6,7.7,0.15,0.0,11.6,0.0,0.0,0.0,0.0,0.0,2.481397335,0.0
2023-01-05 07:00:00,0,1,11.8,8.2,0.15,0.886,11.807,0.0,0.0,0.0,0.0,0.0,2.481397335,0.0
2023-01-05 08:00:00,0,38,11.6,7.9,0.15,35.371,11.951,6197070.308,5212380.773,5.212380773,0.0,0.0,2.481397335,0.0
2023-01-05 09:00:00,8,109,11.4,7.5,0.15,109.242,12.552,20858560.64,19650411.35,19.65041135,19.65041135,0.0,7.693778108,19.65041135
2023-01-05 10:00:00,29,163,11.2,7.2,0.15,175.258,13.117,33903606.14,32496633.77,32.496633769999995,32.496633769999995,0.0,7.693778108,32.496633769999995
2023-01-05 11:00:00,5,188,11.2,7.5,0.15,184.387,13.198,35391427.31,33961778.65,33.96177865,33.96177865,0.0,7.693778108,33.96177865
2023-01-05 12:00:00,2,175,11.2,7.9,0.15,184.704,13.146,35000003.93,33576321.06,33.57632106,33.57632106,0.0,7.693778108,33.57632106
2023-01-05 13:00:00,0,137,11.2,8.2,0.15,131.308,12.53,24976696.86,23705781.93,23.705781929999997,23.705781929999997,0.0,7.693778108,23.705781929999997
2023-01-05 14:00:00,0,133,11.1,8.4,0.15,117.986,12.227,22550561.64,21316624.1,21.316624100000002,21.316624100000002,0.0,7.693778108,21.316624100000002
2023-01-05 15:00:00,0,98,11.1,8.5,0.15,91.004,11.967,17282596.46,16128949.41,16.12894941,16.12894941,0.0,7.693778108,16.12894941
2023-01-05 16:00:00,0,38,11.0,8.7,0.15,35.071,11.324,6170986.043,5186694.066,5.186694065999999,0.0,0.0,7.693778108,12.0
2023-01-05 17:00:00,0,1,10.7,8.5,0.15,0.886,10.707,0.0,0.0,0.0,0.0,0.0,0.8804721739999994,0.0
2023-01-05 18:00:00,0,0,10.5,8.4,0.15,0.0,10.5,0.0,0.0,0.0,0.0,0.0,0.8804721739999994,0.0
2023-01-05 19:00:00,0,0,10.2,8.2,0.15,0.0,10.2,0.0,0.0,0.0,0.0,0.0,0.8804721739999994,0.0
2023-01-05 20:00:00,0,0,10.2,7.9,0.15,0.0,10.2,0.0,0.0,0.0,0.0,0.0,0.8804721739999994,0.0
2023-01-05 21:00:00,0,0,10.1,7.5,0.15,0.0,10.1,0.0,0.0,0.0,0.0,0.0,0.8804721739999994,0.0
2023-01-05 22:00:00,0,0,10.1,7.2,0.15,0.0,10.1,0.0,0.0,0.0,0.0,0.0,0.8804721739999994,0.0
2023-01-05 23:00:00,0,0,10.1,6.9,0.15,0.0,10.1,0.0,0.0,0.0,0.0,0.0,0.8804721739999994,0.0
2023-01-06 00:00:00,0,0,10.0,6.5,0.15,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.8804721739999994,0.0
2023-01-06 01:00:00,0,0,10.0,6.2,0.15,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.8804721739999994,0.0
2023-01-06 02:00:00,0,0,10.0,6.0,0.15,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.8804721739999994,0.0
2023-01-06 03:00:00,0,0,10.0,5.9,0.15,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.8804721739999994,0.0
2023-01-06 04:00:00,0,0,10.0,5.7,0.15,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.8804721739999994,0.0
2023-01-06 05:00:00,0,0,10.0,5.5,0.15,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.8804721739999994,0.0
2023-01-06 06:00:00,0,0,10.0,5.3,0.15,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.8804721739999994,0.0
2023-01-06 07:00:00,0,2,10.0,5.1,0.15,1.772,10.02,173692.784,0.0,0.0,0.0,0.0,0.8804721739999994,0.0
2023-01-06 08:00:00,142,48,10.7,6.1,0.15,125.822,12.31,23342181.55,22096178.72,22.096178719999997,22.096178719999997,0.0,0.8804721739999994,22.096178719999997
2023-01-06 09:00:00,409,92,11.3,7.2,0.15,399.513,15.973,79215193.7,77117615.11,77.11761511,77.11761511,0.0,0.8804721739999994,77.11761511
2023-01-06 10:00:00,569,116,12.0,8.2,0.15,496.115,17.231,98055575.81,95670845.84,95.67084584,95.67084584,0.0,0.8804721739999994,95.67084584
2023-01-06 11:00:00,663,111,12.6,8.4,0.15,489.254,17.632,96061375.02,93707039.21,93.70703920999999,93.70703920999999,0.0,0.8804721739999994,93.70703920999999
2023-01-06 12:00:00,677,116,13.2,8.5,0.15,469.328,17.951,91254020.23,88972954.62,88.97295462,88.97295462,0.0,0.8804721739999994,88.97295462
2023-01-06 13:00:00,664,111,13.8,8.7,0.15,488.66,18.695,95555240.37,93208618.7,93.2086187,93.2086187,0.0,0.8804721739999994,93.2086187
2023-01-06 14:00:00,651,91,13.3,8.2,0.15,519.632,18.803,102279516.1,99830407.91,99.83040790999999,99.83040790999999,0.0,0.8804721739999994,99.83040790999999
2023-01-06 15:00:00,531,78,12.7,7.7,0.15,469.246,17.951,92740176.1,90436459.58,90.43645957999999,90.43645957999999,0.0,0.8804721739999994,90.43645957999999
2023-01-06 16:00:00,275,44,12.2,7.2,0.15,177.984,14.259,33395891.54,31996657.38,31.99665738,31.99665738,0.0,0.8804721739999994,31.99665738
2023-01-06 17:00:00,0,3,11.5,5.5,0.15,2.658,11.528,263854.495,0.0,0.0,0.0,0.0,0.8804721739999994,0.0
2023-01-06 18:00:00,0,0,10.7,3.8,0.15,0.0,10.7,0.0,0.0,0.0,0.0,0.0,0.8804721739999994,0.0
2023-01-06 19:00:00,0,0,10.0,2.1,0.15,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.8804721739999994,0.0
2023-01-06 20:00:00,0,0,10.1,3.3,0.15,0.0,10.1,0.0,0.0,0.0,0.0,0.0,0.8804721739999994,0.0
2023-01-06 21:00:00,0,0,10.3,4.5,0.15,0.0,10.3,0.0,0.0,0.0,0.0,0.0,0.8804721739999994,0.0
2023-01-06 22:00:00,0,0,10.4,5.7,0.15,0.0,10.4,0.0,0.0,0.0,0.0,0.0,0.8804721739999994,0.0
2023-01-06 23:00:00,0,0,9.7,4.5,0.15,0.0,9.7,0.0,0.0,0.0,0.0,0.0,0.8804721739999994,0.0
2023-01-07 00:00:00,0,0,9.1,3.3,0.15,0.0,9.1,0.0,0.0,0.0,0.0,0.0,0.8804721739999994,0.0
2023-01-07 01:00:00,0,0,8.4,2.1,0.15,0.0,8.4,0.0,0.0,0.0,0.0,0.0,0.8804721739999994,0.0
2023-01-07 02:00:00,0,0,8.1,2.4,0.15,0.0,8.1,0.0,0.0,0.0,0.0,0.0,0.8804721739999994,0.0
2023-01-07 03:00:00,0,0,7.9,2.8,0.15,0.0,7.9,0.0,0.0,0.0,0.0,0.0,0.8804721739999994,0.0
2023-01-07 04:00:00,0,0,7.6,3.1,0.15,0.0,7.6,0.0,0.0,0.0,0.0,0.0,0.8804721739999994,0.0
2023-01-07 05:00:00,0,0,6.9,2.1,0.15,0.0,6.9,0.0,0.0,0.0,0.0,0.0,0.8804721739999994,0.0
2023-01-07 06:00:00,0,0,6.3,1.0,0.15,0.0,6.3,0.0,0.0,0.0,0.0,0.0,0.8804721739999994,0.0
2023-01-07 07:00:00,0,3,5.6,0.0,0.15,2.658,5.681,272467.885,0.0,0.0,0.0,0.0,0.8804721739999994,0.0
2023-01-07 08:00:00,290,45,8.3,1.2,0.15,182.383,13.461,34230357.17,32818404.69,32.81840469,32.81840469,0.0,0.8804721739999994,32.81840469
2023-01-07 09:00:00,666,53,10.9,2.4,0.15,527.331,22.732,102695331.8,100239886.1,100.23988609999999,100.0,0.23988609999999255,0.8804721739999994,100.0
2023-01-07 10:00:00,784,66,13.6,3.6,0.15,575.483,24.024,111362197.9,108774658.1,108.77465809999998,100.0,8.774658099999982,1.120358273999992,100.0
2023-01-07 11:00:00,839,70,14.5,2.4,0.15,542.559,26.39,103442599.9,100975764.8,100.9757648,100.0,0.9757647999999932,9.895016373999974,100.0
2023-01-07 12:00:00,851,74,15.3,1.2,0.15,516.555,29.77,96489147.81,94128292.2,94.1282922,94.1282922,0.0,10.870781173999967,94.1282922
2023-01-07 13:00:00,834,72,16.2,0.0,0.15,540.147,37.657,98504026.29,96112461.37,96.11246137,96.11246137,0.0,10.870781173999967,96.11246137
2023-01-07 14:00:00,779,66,15.7,0.0,0.15,570.005,38.632,104168236.6,101690341.9,101.6903419,100.0,1.690341900000007,10.870781173999967,100.0
2023-01-07 15:00:00,643,59,15.3,0.0,0.15,522.069,36.525,96338685.11,93980122.74,93.98012273999998,93.98012273999998,0.0,12.561123073999974,93.98012273999998
2023-01-07 16:00:00,314,43,14.8,0.0,0.15,191.139,22.439,34911975.43,33489634.22,33.48963422,33.48963422,0.0,12.561123073999974,33.48963422
2023-01-07 17:00:00,0,3,13.2,0.0,0.15,2.658,13.281,261266.117,0.0,0.0,0.0,0.0,12.561123073999974,12.0
2023-01-07 18:00:00,0,0,11.6,0.0,0.15,0.0,11.6,0.0,0.0,0.0,0.0,0.0,0.5611230739999744,0.0
2023-01-07 19:00:00,0,0,10.0,0.0,0.15,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.5611230739999744,0.0
2023-01-07 20:00:00,0,0,9.9,0.7,0.15,0.0,9.9,0.0,0.0,0.0,0.0,0.0,0.5611230739999744,0.0
2023-01-07 21:00:00,0,0,9.9,1.4,0.15,0.0,9.9,0.0,0.0,0.0,0.0,0.0,0.5611230739999744,0.0
2023-01-07 22:00:00,0,0,9.8,2.1,0.15,0.0,9.8,0.0,0.0,0.0,0.0,0.0,0.5611230739999744,0.0
2023-01-07 23:00:00,0,0,9.2,2.1,0.15,0.0,9.2,0.0,0.0,0.0,0.0,0.0,0.5611230739999744,0.0
2023-01-08 00:00:00,0,0,8.6,2.1,0.15,0.0,8.6,0.0,0.0,0.0,0.0,0.0,0.5611230739999744,0.0
2023-01-08 01:00:00,0,0,8.0,2.1,0.15,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.5611230739999744,0.0
2023-01-08 02:00:00,0,0,7.8,1.4,0.15,0.0,7.8,0.0,0.0,0.0,0.0,0.0,0.5611230739999744,0.0
2023-01-08 03:00:00,0,0,7.6,0.7,0.15,0.0,7.6,0.0,0.0,0.0,0.0,0.0,0.5611230739999744,0.0
2023-01-08 04:00:00,0,0,7.4,0.0,0.15,0.0,7.4,0.0,0.0,0.0,0.0,0.0,0.5611230739999744,0.0
2023-01-08 05:00:00,0,0,7.6,0.0,0.15,0.0,7.6,0.0,0.0,0.0,0.0,0.0,0.5611230739999744,0.0
2023-01-08 06:00:00,0,0,7.8,0.0,0.15,0.0,7.8,0.0,0.0,0.0,0.0,0.0,0.5611230739999744,0.0
2023-01-08 07:00:00,0,3,8.0,0.0,0.15,2.658,8.081,268936.481,0.0,0.0,0.0,0.0,0.5611230739999744,0.0
2023-01-08 08:00:00,285,45,10.1,0.7,0.15,181.066,15.927,33660339.24,32257074.56,32.25707456,32.25707456,0.0,0.5611230739999744,32.25707456
2023-01-08 09:00:00,654,55,12.1,1.4,0.15,523.009,26.531,100379675.8,97959523.58,97.95952358,97.95952358,0.0,0.5611230739999744,97.95952358
2023-01-08 10:00:00,767,69,14.2,2.1,0.15,570.167,27.594,108817409.2,106268655.2,106.2686552,100.0,6.268655199999998,0.5611230739999744,100.0
2023-01-08 11:00:00,825,73,14.8,2.1,0.15,540.214,27.34,102590504.5,100136656.4,100.1366564,100.0,0.13665640000000678,6.829778273999972,100.0
2023-01-08 12:00:00,837,76,15.4,2.1,0.15,513.114,27.21,96810815.48,94445057.24,94.44505724,94.44505724,0.0,6.966434673999979,94.44505724
2023-01-08 13:00:00,822,74,16.0,2.1,0.15,536.919,28.45,101494968.9,99057818.17,99.05781816999999,99.05781816999999,0.0,6.966434673999979,99.05781816999999
2023-01-08 14:00:00,770,68,15.5,2.1,0.15,567.555,28.825,107773903.1,105241053.4,105.2410534,100.0,5.241053399999998,6.966434673999979,100.0
2023-01-08 15:00:00,639,60,14.9,2.1,0.15,521.829,27.277,99852843.58,97440720.96,97.44072096,97.44072096,0.0,12.207488073999977,97.44072096
2023-01-08 16:00:00,318,44,14.4,2.1,0.15,195.836,18.972,36368725.31,34924181.38,34.92418138,34.92418138,0.0,12.207488073999977,34.92418138
2023-01-08 17:00:00,0,4,13.2,1.4,0.15,3.543,13.273,353672.436,0.0,0.0,0.0,0.0,12.207488073999977,12.0
2023-01-08 18:00:00,0,0,12.0,0.7,0.15,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.20748807399997737,0.0
2023-01-08 19:00:00,0,0,10.8,0.0,0.15,0.0,10.8,0.0,0.0,0.0,0.0,0.0,0.20748807399997737,0.0
2023-01-08 20:00:00,0,0,10.9,0.0,0.15,0.0,10.9,0.0,0.0,0.0,0.0,0.0,0.20748807399997737,0.0
2023-01-08 21:00:00,0,0,11.1,0.0,0.15,0.0,11.1,0.0,0.0,0.0,0.0,0.0,0.20748807399997737,0.0
2023-01-08 22:00:00,0,0,11.2,0.0,0.15,0.0,11.2,0.0,0.0,0.0,0.0,0.0,0.20748807399997737,0.0
