Month,Day,Hour,Beam Irradiance (W/m2),Diffuse Irradiance (W/m2),Ambient Temperature (C),Wind Speed (m/s),Plane of Array Irradiance (W/m2),Cell Temperature (C),DC Array Output (W),AC System Output (W)
2,9,8,0,68,11.0,0.0,66.236,13.473,12218865.69,11142396.34
2,9,9,13,148,12.0,3.6,150.118,14.542,28763145.05,27434519.84
2,9,10,33,207,15.4,6.2,222.601,18.114,42294922.55,40760055.85
2,9,11,6,237,14.0,7.2,232.688,16.608,44049858.98,42488244.81
2,9,12,5,219,14.5,6.7,230.388,17.242,43005396.7,41459701.46
2,9,13,1,178,15.0,6.2,176.054,17.202,32855142.17,31464149.72
2,9,14,4,181,14.0,7.2,165.313,15.8,31256589.1,29889960.63
2,9,15,3,154,14.0,8.2,143.552,15.414,27278664.29,25972664.46
2,9,16,4,92,15.6,9.3,91.322,16.424,17014287.97,15864730.28
2,9,17,0,15,14.0,8.2,12.503,14.112,1685314.673,769390.031
2,10,7,0,13,10.2,0.0,10.85,10.533,1159481.585,251571.308
2,10,8,214,85,11.0,0.0,234.283,20.334,44483327.24,42915106.46
2,10,9,495,122,12.0,3.1,543.951,22.643,105615077.0,103115130.6
2,10,10,710,114,14.6,3.1,661.488,27.533,125396333.1,122594895.2
2,10,11,806,97,14.0,3.1,647.719,26.558,122538624.1,119780741.3
2,10,12,817,104,15.0,2.6,625.398,28.159,117185133.0,114508844.2
2,10,13,809,101,16.6,5.1,639.155,25.888,121040028.0,118304985.8
2,10,14,765,98,15.8,3.6,661.053,27.723,125013656.3,122218050.9
2,10,15,693,83,15.0,2.1,650.015,30.317,122703077.8,119942688.5
2,10,16,512,66,15.6,2.1,441.339,26.078,84374874.77,82198656.08
2,10,17,140,26,13.0,2.1,99.097,15.193,15366299.82,14241859.57
2,11,7,0,17,8.6,0.0,15.121,9.068,1652989.519,737557.554
2,11,8,305,84,10.3,1.0,292.783,19.07,56342173.35,54593208.68
2,11,9,650,82,12.0,2.1,626.189,26.776,120042330.9,117322494.8
2,11,10,758,94,13.0,2.1,674.877,28.834,127373736.1,124542160.1
2,11,11,782,106,13.0,2.1,644.911,27.973,121268132.5,118529613.6
2,11,12,750,128,14.0,2.1,611.589,28.136,114391597.1,111757885.4
2,11,13,674,153,16.0,0.0,610.266,40.17,108953948.3,106403113.3
2,11,14,524,178,15.5,1.0,573.328,32.505,105952687.1,103447595.1
2,11,15,387,153,15.0,2.1,489.808,26.39,93223336.07,90912255.58
2,11,16,174,110,14.8,3.1,249.649,19.627,48015023.95,46392975.63
2,11,17,26,29,13.0,2.1,41.785,13.889,6300517.426,5314251.225
2,12,7,0,18,7.2,2.1,16.708,7.504,1848430.675,930019.938
2,12,8,220,110,9.6,0.0,279.982,20.74,53368216.23,51664578.45
2,12,9,698,81,12.0,5.1,664.954,21.839,129877084.5,127007354.2
2,12,10,842,76,15.2,3.1,719.386,29.316,135581227.8,132624559.2
2,12,11,904,72,14.0,5.1,690.513,24.069,131948803.2,129047497.4
2,12,12,911,78,15.0,5.1,665.886,24.659,126588108.1,123768506.0
2,12,13,910,71,16.0,4.1,678.637,27.274,127967775.9,125127146.0
2,12,14,838,82,16.0,3.1,701.853,29.722,131732375.8,128834368.6
2,12,15,740,76,16.0,2.1,680.257,32.033,127572249.4,124737647.8
2,12,16,543,65,16.2,0.0,470.863,35.373,86966896.39,84751172.0
2,12,17,157,28,14.0,0.0,109.463,18.205,17511777.09,16354637.04
2,13,7,0,14,10.0,3.1,11.683,10.175,1255209.913,345840.615
2,13,8,131,85,10.0,0.0,180.456,17.124,34445779.3,33030543.51
2,13,9,107,187,12.0,3.1,284.677,17.384,55222501.1,53490601.66
2,13,10,111,252,14.2,4.1,328.436,19.474,62829035.07,60981202.38
2,13,11,170,271,13.0,5.1,392.281,18.618,75016653.28,72983065.79
2,13,12,171,291,14.0,6.2,413.24,19.219,78192125.88,76110140.15
2,13,13,169,280,16.0,6.2,400.495,21.054,75703518.51,73659462.32
2,13,14,98,254,14.0,5.1,317.497,18.476,60719440.76,58903760.97
2,13,15,60,181,13.0,6.2,229.433,15.831,44311796.75,42746190.31
2,13,16,8,100,13.0,6.2,102.041,14.238,19297006.58,18112657.36
2,13,17,0,18,11.0,3.1,15.018,11.256,2266557.407,1341773.886
2,14,8,0,49,7.0,4.1,41.391,7.634,7708871.223,6701139.92
2,14,9,0,104,8.0,0.0,91.35,11.374,17372579.14,16217560.64
2,14,10,0,150,8.8,3.1,130.537,11.145,24955119.76,23684533.7
2,14,11,0,182,8.0,5.1,174.614,10.465,33478124.58,32077637.09
2,14,12,1,194,9.0,5.1,202.002,11.88,38261685.98,36788290.93
2,14,13,0,187,10.0,9.3,184.82,11.726,35217761.25,33790759.48
2,14,14,0,162,8.0,6.2,144.748,9.748,27837729.52,26523208.82
2,14,15,0,120,8.0,6.2,105.298,9.252,20246941.9,19048114.45
2,14,16,0,67,8.6,11.3,58.096,9.043,10970943.85,9913494.411
2,14,17,0,14,7.0,7.2,11.657,7.12,1817825.177,899880.907
2,15,8,26,74,4.0,8.2,93.677,4.947,18268645.99,17099970.29
2,15,9,40,152,4.0,8.2,186.329,5.881,37191873.33,35734783.59
2,15,10,36,222,6.2,9.3,239.806,8.384,47283023.35,45672131.64
2,15,11,21,278,6.0,7.7,284.887,9.051,55699354.81,53960187.51
2,15,12,21,297,6.0,9.3,322.032,9.02,62452815.92,60610717.28
2,15,13,54,267,7.2,12.9,306.648,9.423,59902576.3,58099346.56
2,15,14,17,250,6.0,9.3,243.06,8.214,47775655.38,46157255.34
2,15,15,14,186,6.0,8.2,184.754,7.832,36417116.24,34971834.78
2,15,16,11,104,6.6,11.8,108.182,7.415,21080280.36,19868751.78
2,15,17,0,23,6.0,9.3,19.224,6.164,3138459.837,2200387.415
2,16,7,0,11,4.8,9.8,9.158,4.865,998292.06,92838.516
2,16,8,0,72,4.0,7.2,67.639,4.731,13011553.06,11923002.15
2,16,9,0,130,5.0,4.6,117.831,6.708,23020437.17,21779338.13
2,16,10,0,155,6.0,2.1,135.029,8.907,26050904.77,24763617.55
2,16,11,5,221,6.0,3.1,216.92,10.082,41902862.27,40373971.07
2,16,12,10,271,6.0,4.1,287.907,10.691,55298316.44,53565261.47
2,16,13,17,292,7.0,6.2,302.603,10.793,58653990.64,56869790.93
2,16,14,17,253,6.0,10.3,246.069,8.074,48389635.53,46761877.64
2,16,15,14,189,6.0,10.3,187.701,7.566,37041183.27,35586390.24
2,16,16,14,106,7.0,8.2,112.345,8.122,21872326.18,20648725.81
2,16,17,0,24,6.0,7.7,20.064,6.198,3330979.678,2389973.009
2,17,7,0,12,6.4,3.1,9.997,6.55,1085179.428,178401.611
2,17,8,120,66,6.0,3.1,161.864,9.131,31869675.11,30493702.43
2,17,9,55,189,6.0,4.1,244.326,9.925,48385962.89,46758260.98
2,17,10,84,281,8.0,6.2,340.093,12.193,66719861.11,64812727.28
2,17,11,266,305,8.0,4.1,497.384,16.156,96363956.45,94005008.92
2,17,12,428,290,9.0,6.7,587.022,16.051,113502378.4,110882219.5
2,17,13,598,221,10.4,5.1,645.022,19.725,124105336.2,121323574.8
2,17,14,768,110,10.0,7.2,698.187,18.105,136499070.1,133528412.4
2,17,15,768,74,10.0,7.2,714.543,18.371,140876298.1,137838925.9
2,17,16,608,65,10.4,7.2,544.084,16.843,108229628.9,105689833.5
2,17,17,181,37,9.0,5.1,134.75,10.936,24130335.28,22872319.98
2,18,7,23,25,4.6,2.1,35.716,5.275,4136110.448,3182832.562
2,18,8,364,97,7.0,0.0,363.903,21.647,70105432.97,68146698.72
2,18,9,748,72,9.0,0.0,707.105,37.577,129924372.2,127053921.3
2,18,10,837,81,11.0,0.0,739.632,40.781,132979603.2,130062586.6
2,18,11,893,80,12.0,2.1,715.205,28.617,134041988.1,131108779.5
2,18,12,903,85,12.0,2.1,694.307,28.042,130039676.0,127167467.7
2,18,13,895,83,14.0,3.1,706.644,27.663,132745631.6,129832181.1
2,18,14,722,133,13.0,3.1,694.622,26.518,131477718.3,128583592.4
2,18,15,478,154,13.0,0.0,573.575,35.91,105281381.2,102786520.8
2,18,16,189,124,13.4,0.0,287.746,24.838,54538985.48,52817503.68
2,18,17,57,42,12.0,0.0,84.096,15.242,14629854.43,13516638.54
2,19,7,0,13,8.8,3.1,10.833,8.962,1166559.887,258541.728
2,19,8,54,84,9.9,1.5,123.125,13.059,23600631.47,22350689.53
2,19,9,89,178,11.0,0.0,256.405,20.906,48850218.32,47215440.57
2,19,10,137,256,12.4,2.1,365.624,20.652,69698750.42,67746214.53
2,19,11,175,286,12.2,2.3,416.109,21.348,78674158.73,76584826.21
2,19,12,102,354,12.0,2.6,436.848,21.075,81689100.67,79553816.6
2,19,13,174,296,14.6,2.1,425.607,24.336,79376996.27,77276951.6
2,19,14,60,293,12.0,2.1,333.289,19.476,63312375.72,61457176.3
2,19,15,63,195,12.5,2.1,247.047,18.028,47331774.45,45720139.72
2,19,16,11,112,13.0,2.1,116.412,15.566,22034238.55,20808170.44
2,19,17,0,25,12.0,2.1,20.894,12.439,3480571.823,2537285.18
2,20,7,0,13,8.0,2.1,10.83,8.2,1246393.851,337158.92
2,20,8,16,85,7.0,0.0,91.652,10.465,17509994.74,16352881.85
2,20,9,15,172,8.0,0.0,174.477,14.562,33516124.08,32115057.43
2,20,10,36,232,10.6,0.0,250.306,20.093,47181982.41,45572630.7
2,20,11,52,269,11.0,0.0,305.613,22.885,56798978.05,55043051.09
2,20,12,53,287,11.0,0.0,334.436,24.062,61369240.81,59543657.24
2,20,13,53,278,12.0,0.0,318.842,24.438,58797581.34,57011193.13
2,20,14,6,236,12.0,2.6,221.599,16.447,42018998.82,40488337.55
2,20,15,1,155,11.0,4.1,140.234,13.175,26776446.35,25478100.95
2,20,16,0,74,11.4,2.6,64.437,12.663,12047542.11,10973683.95
2,20,17,0,19,11.0,5.1,15.84,11.209,2637971.239,1707526.899
2,21,7,47,25,6.2,5.1,48.768,6.814,6250349.357,5264847.782
2,21,8,324,105,6.6,6.1,348.558,11.156,69860237.6,67905240.44
2,21,9,646,111,7.0,7.2,682.339,14.97,136208822.6,133242588.6
2,21,10,832,90,9.0,7.7,755.482,17.403,148296860.4,145146389.4
2,21,11,631,212,8.0,5.1,679.59,17.851,131787817.5,128888965.3
2,21,12,364,320,8.0,5.1,582.678,16.381,112155862.2,109556225.9
2,21,13,180,300,9.2,8.7,435.72,13.516,84605545.06,82425810.67
2,21,14,61,270,8.0,5.1,309.647,12.353,60292440.12,58483268.36
2,21,15,17,176,7.0,8.8,174.69,8.641,34227788.28,32815874.96
2,21,16,0,76,7.0,7.7,66.367,7.678,12679778.01,11596283.77
2,21,17,0,20,6.0,7.7,16.678,6.167,2865073.738,1931168.068
2,22,7,0,15,4.2,3.1,12.508,4.398,1568470.229,654326.445
2,22,8,49,82,4.0,8.8,116.788,5.131,23079802.57,21837798.72
2,22,9,43,167,4.0,7.2,204.527,6.268,40800623.16,39288531.47
2,22,10,16,250,5.0,8.2,240.27,7.38,47374339.02,45762055.55
2,22,11,231,289,6.0,7.2,461.95,11.257,90831612.39,88556984.81
2,22,12,364,323,7.0,6.2,587.56,14.434,113859587.6,111233984.4
2,22,13,646,200,8.2,5.1,674.126,17.947,130488334.6,127609288.2
2,22,14,515,221,7.0,2.1,635.507,21.7,121902293.9,119154109.6
2,22,15,389,194,7.0,5.1,538.752,14.819,106777192.0,104259533.5
2,22,16,278,120,7.0,3.6,369.449,13.67,73651405.83,71638626.44
2,22,17,45,46,6.0,5.1,85.048,7.204,15673568.07,14544444.65
2,23,7,117,25,3.4,3.1,90.83,5.032,13561006.11,12464080.82
2,23,8,354,108,5.0,5.1,390.288,10.75,78571922.69,76484148.38
2,23,9,720,82,6.0,5.1,714.113,16.553,141810424.1,138758814.6
2,23,10,812,92,8.4,8.2,748.495,16.346,147376172.0,144239733.4
2,23,11,835,100,8.0,5.1,717.385,18.441,139293817.4,136280564.2
2,23,12,800,125,9.0,7.2,686.579,16.876,133542844.5,130617243.4
2,23,13,673,187,10.2,6.2,683.21,18.894,131826526.2,128927084.0
2,23,14,739,137,10.0,7.2,727.25,18.43,141603495.7,138555040.1
2,23,15,786,76,10.0,5.1,749.471,21.072,146031932.9,142915982.3
2,23,16,631,69,10.0,5.1,602.852,19.009,119118519.6,116412763.6
2,23,17,229,44,9.0,0.0,167.092,15.64,30815018.28,29455119.91
2,24,7,0,22,5.2,0.0,19.122,5.851,2705061.844,1773594.959
2,24,8,60,103,8.0,0.0,153.791,13.974,29658243.99,28315976.34
2,24,9,50,188,9.0,0.0,235.144,18.008,45025922.15,43449431.54
2,24,10,19,252,10.0,0.0,244.834,19.194,46167612.36,44573720.94
2,24,11,157,310,11.0,4.1,432.472,18.069,82614755.9,80465363.66
2,24,12,302,319,12.0,8.2,543.614,17.639,103862141.2,101388911.8
2,24,13,485,254,13.2,8.2,618.8,19.642,118593703.7,115895946.5
2,24,14,297,266,13.0,8.2,509.079,18.281,98331639.31,95942701.78
2,24,15,137,214,12.0,8.2,343.6,15.529,67068625.71,65156176.27
2,24,16,14,120,12.4,7.2,126.521,13.789,24205355.24,22946196.54
2,24,17,0,31,12.0,8.2,25.989,12.249,4485926.623,3527317.093
2,25,7,0,11,12.6,9.3,9.15,12.675,1231500.172,322492.24
2,25,8,0,63,10.8,6.7,54.246,11.41,10112270.74,9067908.575
2,25,9,0,121,9.0,4.1,106.585,10.646,20383780.8,19182867.75
2,25,10,0,166,12.6,10.3,146.222,13.805,27659742.08,26347934.14
2,25,11,5,235,11.0,9.3,232.303,13.159,44288083.71,42722838.69
2,25,12,11,286,12.0,9.3,304.906,14.855,57558083.44,55790586.75
2,25,13,58,281,13.4,8.2,326.994,16.769,62050719.53,60214749.36
2,25,14,49,251,13.0,8.2,281.293,15.85,53847491.77,52136549.22
2,25,15,31,197,13.0,6.2,222.079,15.717,42639307.43,41099191.86
2,25,16,7,123,13.8,9.3,124.296,14.926,23634928.57,22384463.9
2,25,17,0,32,12.0,8.2,26.955,12.259,4674776.952,3713289.103
2,26,7,0,11,14.8,16.4,9.149,14.848,1284349.051,374535.636
2,26,8,0,78,8.0,5.1,70.519,8.957,13420675.53,12325889.06
2,26,9,4,168,8.0,4.1,158.537,10.473,30755437.63,29396447.34
2,26,10,10,260,12.0,8.2,245.986,14.438,47178379.43,45569082.63
2,26,11,232,292,12.0,5.1,470.367,18.749,89886285.09,87626065.5
2,26,12,401,301,11.0,5.1,597.983,19.603,113753329.2,111129345.5
2,26,13,624,215,14.2,6.2,684.077,22.896,129807420.4,126938751.9
2,26,14,740,122,14.3,6.2,721.026,23.585,137684671.1,134695943.4
2,26,15,708,98,14.5,6.2,723.722,23.885,139319234.6,136305594.0
2,26,16,552,86,14.6,6.2,578.713,22.185,112883888.4,110273156.1
2,26,17,238,45,12.0,6.2,176.126,14.261,33046240.25,31652335.22
2,27,7,114,30,10.6,2.1,88.701,12.566,14201644.61,13094955.18
2,27,8,226,149,10.0,3.1,352.668,16.843,69165731.38,67221319.38
2,27,9,645,103,11.0,4.1,687.552,22.572,133284876.7,130363207.4
2,27,10,668,141,14.0,4.1,702.905,25.751,133279630.2,130358040.8
2,27,11,400,286,12.0,5.1,596.13,20.591,113722155.2,111098646.7
2,27,12,199,339,13.0,7.2,494.934,18.627,93709010.03,91390527.26
2,27,13,44,297,13.2,12.9,333.976,15.619,63583736.61,61724401.31
2,27,14,61,280,12.0,4.1,321.624,17.168,61435076.87,59608489.87
2,27,15,76,227,12.0,3.6,294.142,17.083,56693672.87,54939350.9
2,27,16,117,133,12.0,4.1,252.943,16.169,49311566.17,47669756.89
2,27,17,25,52,9.0,2.1,73.427,10.64,13475984.21,12380354.77
2,28,7,0,20,7.8,0.0,16.7,8.389,2611445.151,1681405.103
2,28,8,27,99,8.0,0.0,124.178,12.764,23857286.34,22603432.66
2,28,9,16,191,9.0,2.1,192.96,13.234,37281567.6,35823110.8
2,28,10,50,244,11.0,3.1,275.079,16.107,52665062.83,50972142.0
2,28,11,112,317,11.9,2.8,402.57,19.954,76048765.32,73999447.13
2,28,12,199,342,12.7,2.4,499.012,23.472,92757427.51,90453448.06
2,28,13,311,310,13.6,2.1,553.784,26.297,102917879.6,100459041.9
2,28,14,424,242,12.0,6.2,599.769,19.631,115530513.2,112879443.0
2,28,15,518,155,12.0,5.1,626.776,21.171,121508928.9,118766740.0
2,28,16,424,118,12.6,5.1,516.926,20.256,101262344.3,98828739.12
2,28,17,213,49,11.0,5.1,176.808,13.579,33406156.96,32006766.34
3,1,7,143,35,11.4,7.2,106.108,12.6,18540750.22,17367927.31
3,1,8,512,88,11.0,5.1,512.316,18.617,101065025.8,98634427.96
3,1,9,772,77,12.0,7.2,766.034,20.987,149368461.9,146201658.3
3,1,10,868,79,14.6,8.7,792.449,22.657,152156980.9,148947676.7
3,1,11,860,103,13.0,5.1,763.432,24.123,144810837.3,141713497.7
3,1,12,772,156,13.0,5.1,723.6,23.486,136888804.2,133912206.5
3,1,13,676,186,15.0,7.7,705.801,22.731,134015855.8,131083045.4
3,1,14,692,144,15.0,5.1,718.574,25.514,135969667.2,133007078.2
3,1,15,634,123,15.0,4.1,700.001,26.764,133031340.9,130113535.8
3,1,16,498,97,16.2,9.8,557.946,21.438,109043583.9,106491382.7
3,1,17,111,58,12.0,10.3,126.747,13.107,23767280.03,22514798.16
3,2,7,115,37,10.0,7.7,103.059,11.113,18341613.42,17171825.6
3,2,8,315,104,8.0,8.2,388.78,12.143,78041286.16,75961599.42
3,2,9,176,209,10.0,5.1,378.969,15.431,74290989.55,72268462.09
3,2,10,19,270,9.6,9.8,262.768,11.894,50902492.07,49236435.06
3,2,11,298,293,9.0,5.1,532.451,16.674,102639421.7,100184828.1
3,2,12,539,263,11.0,7.2,667.783,18.652,127784592.9,124946754.9
3,2,13,741,183,12.6,8.7,754.455,20.157,144624432.9,141529934.4
3,2,14,842,91,12.8,10.3,774.612,19.702,149988155.9,146811907.3
3,2,15,753,92,12.0,6.2,763.664,21.916,147906164.6,144761648.3
3,2,16,608,79,12.8,10.3,638.017,18.583,126215200.2,123401281.8
3,2,17,208,56,11.0,6.2,174.063,13.23,33129994.0,31734812.46
3,3,7,0,27,5.4,6.2,22.484,5.661,3869426.063,2920212.786
3,3,8,4,116,6.0,6.2,115.728,7.406,22598559.19,21363890.11
3,3,9,45,189,6.0,5.1,227.951,9.191,44966816.14,43391226.38
3,3,10,20,273,8.0,4.1,266.874,12.217,51639017.53,49961734.93
3,3,11,228,316,8.0,5.1,497.735,15.155,96204987.11,93848462.46
3,3,12,367,348,10.0,5.1,631.557,19.101,119945281.1,117226924.2
3,3,13,642,221,10.4,6.2,722.501,19.603,138532189.1,135530544.1
3,3,14,772,117,10.0,6.2,756.423,19.751,146267416.0,143147876.2
3,3,15,736,97,10.0,4.1,761.415,22.837,146887517.8,143758527.0
3,3,16,607,83,10.4,6.2,644.216,18.854,127288447.7,124458171.6
3,3,17,299,51,10.0,5.1,219.15,13.218,42147404.88,40614786.53
3,4,7,175,41,4.0,0.0,144.269,9.702,26689878.0,25392852.01
3,4,8,512,99,6.0,0.0,539.981,27.933,102921623.8,100462729.1
3,4,9,799,78,7.0,2.1,798.75,25.847,152769348.5,149550711.1
3,4,10,913,67,9.8,2.1,824.783,29.169,154394172.9,151150771.1
3,4,11,939,79,9.0,2.1,806.123,27.736,150804737.7,147616043.4
3,4,12,942,85,10.0,3.1,786.69,25.19,148232519.5,145083029.1
3,4,13,923,86,11.6,2.1,792.991,29.994,146936599.9,143806860.9
3,4,14,906,74,11.0,2.1,814.102,30.073,151593421.9,148392707.1
3,4,15,820,78,11.0,3.1,810.138,26.941,153930030.9,150693703.2
3,4,16,654,74,11.2,3.1,674.935,24.619,130602161.5,127721380.2
3,4,17,268,57,10.0,3.1,218.09,14.255,41798020.19,40270726.91
3,5,7,0,30,8.6,0.0,25.45,9.525,4398883.909,3441601.022
3,5,8,10,118,10.0,0.0,121.511,14.597,23128459.29,21885713.86
3,5,9,32,198,11.0,3.1,226.606,15.209,43615292.11,42060301.3
3,5,10,50,258,12.2,4.1,289.883,16.841,55287491.49,53554601.52
3,5,11,52,302,12.0,4.1,343.419,17.602,64952157.03,63071965.26
3,5,12,52,319,13.0,3.1,369.705,20.047,68684966.58,66747882.05
3,5,13,52,309,13.6,3.1,353.048,20.323,65992439.65,64096392.65
3,5,14,111,298,13.0,4.1,381.495,19.181,72558477.26,70562355.49
3,5,15,168,242,13.0,5.1,403.901,18.768,77950553.36,75872249.5
3,5,16,213,151,14.0,4.1,359.203,19.977,69757789.64,67804353.92
3,5,17,67,63,12.0,3.1,117.482,14.238,21967434.8,20742384.86
3,6,7,0,20,12.0,4.1,16.6,12.252,2796367.152,1863508.658
3,6,8,0,79,11.0,6.2,68.726,11.819,12929959.2,11842651.88
3,6,9,0,137,11.0,3.1,120.241,13.169,22787230.3,21549685.63
3,6,10,0,184,12.0,5.1,163.869,14.25,30940544.57,29578733.02
3,6,11,1,215,11.0,7.2,210.264,13.369,39772425.95,38276005.3
3,6,12,1,227,11.0,7.2,236.173,13.673,44283363.25,42718190.18
3,6,13,1,219,11.0,9.3,217.834,13.039,41213506.48,39695121.94
3,6,14,1,193,9.0,5.1,176.326,11.443,33668261.09,32264875.68
3,6,15,0,149,9.0,7.7,130.591,10.337,25038922.5,23767059.18
3,6,16,0,92,11.6,9.3,80.483,12.317,15192522.05,14070730.39
3,6,17,0,32,11.0,3.1,26.623,11.474,4723279.903,3761052.808
3,7,7,0,34,9.4,0.0,29.806,10.491,5220776.874,4250967.292
3,7,8,11,122,11.0,0.0,126.09,15.772,23921993.35,22667153.44
3,7,9,32,203,12.0,4.1,231.525,15.689,44472725.58,42904666.39
3,7,10,49,262,13.2,0.0,293.687,24.454,54364281.35,52645462.27
3,7,11,51,306,12.0,4.1,347.519,17.668,65675094.8,63783884.54
3,7,12,51,323,13.0,3.1,373.634,20.12,69356762.11,67409438.55
3,7,13,51,312,14.0,7.2,355.869,18.036,67065792.01,65153385.76
3,7,14,10,264,13.0,8.2,252.73,15.541,48024434.04,46402242.29
3,7,15,2,181,11.0,5.1,163.823,13.23,31292158.71,29924988.12
3,7,16,0,93,11.4,9.3,81.367,12.125,15375716.19,14251132.42
3,7,17,0,33,10.0,7.2,27.459,10.292,4910246.748,3945170.04
3,8,7,0,36,9.0,2.1,31.958,9.685,5657763.316,4681293.505
3,8,8,11,125,8.0,3.1,129.21,10.383,25060124.39,23787937.92
3,8,9,32,205,10.0,3.1,233.42,14.334,45062164.65,43485121.66
3,8,10,50,265,12.2,4.1,298.0,16.973,56777896.63,55022290.98
3,8,11,52,309,11.0,3.6,351.789,17.176,66600082.12,64694773.88
3,8,12,52,326,12.0,3.6,377.766,18.648,70509175.23,68544287.44
3,8,13,52,315,13.2,3.1,360.002,20.054,67328023.58,65411620.58
3,8,14,50,276,11.0,4.1,309.802,15.989,59181801.91,57389557.69
3,8,15,33,221,11.0,4.1,247.815,14.943,47700588.68,46083332.75
3,8,16,22,141,12.2,3.1,153.249,15.037,29363404.32,28025630.39
3,8,17,0,47,11.0,2.1,41.958,11.905,7596018.386,6590007.103
3,9,7,64,51,8.8,3.6,97.975,10.519,18234167.45,17066017.24
3,9,8,129,154,8.0,4.1,295.096,12.876,58447574.42,56666520.76
3,9,9,113,259,9.0,5.1,369.158,14.233,72269286.08,70277571.96
3,9,10,167,289,12.8,4.1,433.876,19.863,82687658.54,80537155.18
3,9,11,77,332,11.0,4.1,395.648,17.46,75039557.03,73005620.46
3,9,12,12,316,11.0,3.1,336.976,17.407,62846804.36,60998700.84
3,9,13,7,221,12.4,6.2,224.555,15.216,42156448.17,40623691.99
3,9,14,11,268,11.0,4.1,257.59,15.102,49027161.65,47389687.06
3,9,15,68,232,11.3,6.2,290.624,14.89,56271146.65,54523264.52
3,9,16,107,159,11.6,4.1,279.68,16.194,54546511.32,52824914.83
3,9,17,141,70,11.0,5.1,175.615,13.549,33641961.4,32238976.83
3,10,7,0,26,8.8,3.1,21.609,9.184,3795631.217,2847542.668
3,10,8,0,103,8.0,6.2,93.488,9.122,17984635.84,16820288.82
3,10,9,4,200,8.0,5.1,186.967,10.558,36276948.77,34833803.64
3,10,10,18,292,10.0,8.2,285.021,12.86,54946815.24,53219117.61
3,10,11,21,338,9.0,5.1,350.471,13.993,66970858.6,65059899.25
3,10,12,21,356,10.0,5.1,385.463,15.508,72613294.91,70616337.66
3,10,13,21,345,11.8,10.3,361.065,14.931,68679844.07,66742837.61
3,10,14,38,326,11.0,10.3,353.228,14.025,68058305.31,66130771.89
3,10,15,104,242,11.0,9.3,333.557,14.095,65055350.33,63173585.76
3,10,16,120,157,11.0,8.2,288.12,13.995,56730599.39,54975714.61
3,10,17,61,69,9.0,7.2,123.431,10.4,23612447.8,22362325.77
3,11,7,0,42,7.4,0.0,38.285,8.814,6922234.269,5926492.313
3,11,8,5,136,6.0,0.0,135.844,11.129,26284657.6,24993807.69
3,11,9,15,223,8.0,0.0,220.845,16.306,42148237.47,40615606.44
3,11,10,51,273,9.6,0.0,307.727,21.412,57623504.64,55855010.85
3,11,11,38,367,11.0,2.1,401.996,20.156,75292148.39,73254362.0
3,11,12,90,386,11.0,0.0,470.146,29.403,84580153.11,82400805.72
3,11,13,167,350,12.2,2.1,493.034,23.493,91807143.6,89517647.68
3,11,14,77,301,11.0,2.1,359.136,19.105,68033621.46,66106464.25
3,11,15,18,208,11.0,5.1,204.581,13.809,39271695.3,37782906.42
3,11,16,0,98,10.6,2.1,85.945,12.46,16243086.38,15105282.79
3,11,17,0,37,9.0,2.1,30.807,9.659,5576872.904,4601635.966
3,12,7,0,44,7.0,0.0,40.36,8.493,7342306.912,6340162.515
3,12,8,5,122,8.0,0.0,118.515,12.456,22705284.87,21468989.15
3,12,9,3,176,9.0,2.1,160.557,12.489,30752138.4,29393198.4
3,12,10,1,195,10.8,2.1,176.403,14.677,33257682.88,31860555.2
3,12,11,1,226,10.0,0.0,222.274,18.633,41173821.65,39656041.95
3,12,12,1,237,11.0,2.1,246.764,16.616,45710158.97,44123239.71
3,12,13,1,229,12.4,3.1,227.954,16.723,42505375.58,40967301.31
3,12,14,5,239,11.0,2.1,224.431,15.98,42356701.83,40820893.53
3,12,15,5,216,11.0,3.1,201.221,14.662,38424035.35,36948165.89
3,12,16,12,152,11.8,0.0,156.173,17.706,29572949.6,28231981.94
3,12,17,0,60,11.0,3.1,57.52,12.046,10588513.25,9536892.536
3,13,7,270,55,10.2,5.1,216.534,13.375,41622120.36,40097508.02
3,13,8,566,102,10.0,4.1,648.578,21.023,127008294.6,124182288.4
3,13,9,796,86,11.0,5.1,829.461,23.258,159573933.5,156251585.6
3,13,10,876,89,13.6,3.1,847.29,30.149,157386376.4,154097369.6
3,13,11,896,104,13.0,5.1,834.395,25.13,157028533.1,153744980.3
3,13,12,901,111,13.0,5.1,821.25,24.9,154305870.6,151063814.6
3,13,13,897,106,15.0,5.1,831.987,27.087,155338024.7,152080237.3
3,13,14,896,87,13.0,4.1,853.828,27.302,160139371.9,156808405.9
3,13,15,830,82,13.0,4.1,850.544,27.354,160865003.0,157522977.5
3,13,16,691,74,14.6,4.1,728.157,26.997,139479670.2,136463584.3
3,13,17,386,56,12.0,2.6,295.071,18.33,56890419.17,55133098.53
3,14,7,137,63,11.0,0.0,161.198,17.386,30189843.89,28839473.97
3,14,8,289,134,13.0,0.0,424.559,30.05,79701691.17,77596697.74
3,14,9,167,265,13.0,2.1,437.858,22.976,83175528.61,81017589.48
3,14,10,118,331,13.8,0.0,426.831,30.335,77823057.36,75746696.7
3,14,11,162,353,13.0,0.0,494.827,32.391,89045797.07,86798387.59
